,0
0,0.0125482625483
1,0.0884652981427
2,0.276511874066
3,0.451162274088
4,0.489780982435
5,0.400065812157
6,0.484718701273
7,0.471225813694
8,0.49550266242
9,0.484822318699
10,0.474425979116
11,0.47853396163
12,0.449959471421
13,0.419816219819
14,0.445686396992
15,0.476008729396
16,0.467426533393
17,0.492166998747
18,0.452062444657
19,0.481494919196
20,0.480601946077
21,0.395215603908
22,0.462356824209
23,0.431360343539
24,0.452965889685
25,0.499361181157
26,0.420734851481
27,0.490029416629
28,0.498477858832
29,0.468203276046
30,0.44023682515
31,0.476264937548
32,0.39010729621
33,0.43435948212
34,0.401859054538
35,0.463334465891
36,0.482690662334
37,0.484900110749
38,0.427814229838
39,0.488469499449
40,0.450263875719
41,0.466280946679
42,0.447921838181
43,0.35717733798
44,0.48603050732
45,0.481838445075
46,0.496351760342
47,0.499654974522
48,0.489710000025
49,0.464556296549
50,0.436799578014
51,0.381316019473
52,0.451810171362
53,0.444559193613
54,0.489973076347
55,0.492808322353
56,0.493871631832
57,0.455848996764
58,0.490505183431
59,0.492448102891
60,0.461017321652
61,0.495525103454
62,0.484424986192
63,0.471205424039
64,0.496285568205
65,0.496417562274
66,0.465226008848
67,0.48478329267
68,0.498403317038
69,0.45155606172
70,0.449518126221
71,0.496420857107
72,0.491485560077
73,0.487655748549
74,0.477248564323
75,0.434114985245
76,0.491334427591
77,0.489954516665
78,0.499966547663
79,0.481369263752
80,0.45490530158
81,0.49898365767
82,0.494870130688
83,0.427281566854
84,0.442499640044
85,0.446921551642
86,0.483937319096
87,0.469341705936
88,0.486046376752
89,0.496532435569
90,0.4627906121
91,0.479469217276
92,0.468858775318
93,0.486212558314
94,0.442065433649
95,0.470054613562
96,0.493963628054
97,0.48091751289
98,0.484730712671
99,0.495479864992
100,0.465724543396
101,0.497282692033
102,0.475681791132
103,0.4706939585
104,0.417312602203
105,0.432670761599
106,0.440824868849
107,0.393722881641
108,0.460972512737
109,0.486959846123
110,0.438870946838
111,0.489155432695
112,0.44403151983
113,0.379802938151
114,0.491654227505
115,0.449659383869
116,0.474027971405
117,0.488174483833
118,0.461412141089
119,0.486824471589
120,0.459206251306
121,0.483946479889
122,0.467545636631
123,0.428893837835
124,0.469501775431
125,0.49416752128
126,0.466740678991
127,0.494647482908
128,0.486501408925
129,0.468864516641
130,0.499662387829
131,0.491818374924
132,0.482534550094
133,0.463287164913
134,0.48821940449
135,0.464851258423
136,0.486028717073
137,0.486637680513
138,0.476593401132
139,0.479852654403
140,0.461788179112
141,0.495267088721
142,0.453106449686
143,0.476966650188
144,0.468764766165
145,0.461981998675
146,0.480298510995
147,0.495744036739
148,0.468945041655
149,0.474520533456
150,0.480702702052
151,0.482908316687
152,0.455704143329
153,0.463301678866
154,0.445337010485
155,0.428690612939
156,0.429367685535
157,0.46237118537
158,0.480511825446
159,0.454337714249
160,0.414101040076
161,0.488304761274
162,0.465795755198
163,0.484678575082
164,0.466460047505
165,0.486980821303
166,0.415019791174
167,0.450891522437
168,0.479951927227
169,0.397093013105
170,0.409207755575
171,0.451384253206
172,0.462431675739
173,0.461940587837
174,0.353169253696
175,0.420588442549
176,0.441680828635
177,0.44427603834
178,0.436343063468
179,0.463905882071
